chunk_id,source,page,section,subsection,recommendation_id,chunk_type,chars,chunk_text
AAP_pg5_white-blood-cell-count_chunk1,AAP,4,White Blood Cell Count,,,paragraph,674,"Source: AAP
Section: White Blood Cell Count

The white blood cell (WBC) count, immature/total neutrophil ratio (I/T), and absolute neutrophil count (ANC) are commonly used to assess the risk of EOS. Multiple clinical factors can affect the WBC count and differential, including gestational age at birth, sex, and mode of delivery. Fetal bone marrow depression attributable to maternal preeclampsia or placental insufficiency and prolonged exposure to inflammatory signals, such as those associated with the premature ROM, frequently result in abnormal values in the absence of infection. As the incidence of EOS declines, the clinical utility of the WBC count also declines."
AAP_pg5_white-blood-cell-count_chunk2,AAP,4,White Blood Cell Count,,,paragraph,938,"Source: AAP
Section: White Blood Cell Count

Fetal bone marrow depression attributable to maternal preeclampsia or placental insufficiency and prolonged exposure to inflammatory signals, such as those associated with the premature ROM, frequently result in abnormal values in the absence of infection. As the incidence of EOS declines, the clinical utility of the WBC count also declines. Researchers in 2 large, multicenter studies applied the likelihood ratio, a test characteristic that is independent of disease incidence, to assess the relationship between WBC count and culture- confirmed EOS among term and late-preterm infants and found that none of the components (WBC count, I/T, nor ANC) performed well. Extreme values (total WBC count <5000/μL [I/T >0.3; ANC <2000/ μL] in one study and WBC count <1000/μL [ANC <100/μL; and I/T >0.5] in the other) were associated with the highest likelihood ratios but very low sensitivities."
AAP_pg5_white-blood-cell-count_chunk3,AAP,4,White Blood Cell Count,,,paragraph,437,"Source: AAP
Section: White Blood Cell Count

[ANC <100/μL; and I/T >0.5] in the other) were associated with the highest likelihood ratios but very low sensitivities. WBC count >20 000/μL and platelet counts were not associated with EOS in either study. The I/T squared (I/T divided by the ANC) performed better than any of the more traditional tests and was independent of age in hours 5

but also had modest sensitivity and specificity."
AAP_pg6_other-inflammatory-marke_chunk1,AAP,5,Other Inflammatory Markers,,,paragraph,945,"Source: AAP
Section: Other Inflammatory Markers

Researchers in multiple studies address other markers of inflammation, including C-reactive protein (CRP), procalcitonin, interleukins (ILs) (soluble IL-2 receptor, IL-6, and IL-8), tumor necrosis factor α, and CD64. Both CRP and procalcitonin concentrations increase in newborn infants in response to a variety of inflammatory stimuli, including infection, asphyxia, and pneumothorax. Procalcitonin concentrations also increase naturally over the first 24 to 36 hours after birth. Single values of CRP or procalcitonin obtained after birth to assess the risk of EOS are neither sensitive nor specific to guide EOS care decisions. Consistently normal values of CRP and procalcitonin over the first 48 hours of age are associated with the absence of EOS, but serial abnormal values alone should not be used to decide whether to administer antibiotics in the absence of culture-confirmed infection."
AAP_pg6_other-inflammatory-marke_chunk2,AAP,5,Other Inflammatory Markers,,,paragraph,468,"Source: AAP
Section: Other Inflammatory Markers

Consistently normal values of CRP and procalcitonin over the first 48 hours of age are associated with the absence of EOS, but serial abnormal values alone should not be used to decide whether to administer antibiotics in the absence of culture-confirmed infection. Additionally, at this time, a serial evaluation of inflammatory markers should not be used to assess well-appearing term newborn infants for risk of EOS."
AAP_pg6_treatment-of-eos_chunk1,AAP,5,TREATMENT OF EOS,,,paragraph,940,"Source: AAP
Section: TREATMENT OF EOS

The microbial causes of EOS in the United States have been unchanged over the past 10 years. Researchers in national surveillance studies continue to identify GBS as the most common bacteria isolated in EOS cases among term and late-preterm infants, accounting for approximately 40% to 45% of all cases, followed by E coli in approximately 10% to 15% of cases. The remaining cases are caused primarily by other Gram- positive organisms (predominantly viridans group streptococci and enterococci), and approximately 5% are caused by other Gram-negative 6 organisms. S aureus (approximately 3%–4%) and L monocytogenes (approximately 1%–2%) are less common causes of EOS among term infants. Ampicillin and gentamicin, in combination, is the first choice for empirical therapy for EOS. This combination will be effective against GBS, most other streptococcal and enterococcal species, and L monocytogenes."
AAP_pg6_treatment-of-eos_chunk2,AAP,5,TREATMENT OF EOS,,,paragraph,971,"Source: AAP
Section: TREATMENT OF EOS

This combination will be effective against GBS, most other streptococcal and enterococcal species, and L monocytogenes. Although two-thirds of E coli EOS isolates and most other Gram-negative EOS isolates are resistant to ampicillin, the majority remain sensitive to gentamicin. Extended-spectrum β-lactamase– producing organisms are rarely reported among EOS cases in the United States. Therefore, the routine empirical use of broader-spectrum antibiotic agents is typically not justified and may be harmful. Nonetheless, approximately 7% of E coli cases (1.7% of all EOS cases)
were resistant to both ampicillin and gentamicin in recent CDC surveillance studies.4 Among term newborn infants who are critically ill, the empirical addition of broader- spectrum therapy should be considered until culture results are available. When EOS is confirmed by using blood culture, lumbar puncture should be performed if not previously done."
AAP_pg6_treatment-of-eos_chunk3,AAP,5,TREATMENT OF EOS,,,paragraph,906,"Source: AAP
Section: TREATMENT OF EOS

Nonetheless, approximately 7% of E coli cases (1.7% of all EOS cases)
were resistant to both ampicillin and gentamicin in recent CDC surveillance studies.4 Among term newborn infants who are critically ill, the empirical addition of broader- spectrum therapy should be considered until culture results are available. When EOS is confirmed by using blood culture, lumbar puncture should be performed if not previously done. Serial daily blood cultures should be performed until microbiological sterility is documented. In definitive antibiotic therapy, providers should use the narrowest spectrum of appropriate antibiotics. The duration of therapy should be guided by expert references (eg, the American Academy of Pediatrics Red Book:
Report of the Committee on Infectious Diseases) and informed by using CSF analysis results and the achievement of sterile cultures."
AAP_pg6_treatment-of-eos_chunk4,AAP,5,TREATMENT OF EOS,,,paragraph,857,"Source: AAP
Section: TREATMENT OF EOS

The duration of therapy should be guided by expert references (eg, the American Academy of Pediatrics Red Book:
Report of the Committee on Infectious Diseases) and informed by using CSF analysis results and the achievement of sterile cultures. Consultation with infectious disease specialists can be considered for cases that are complicated by meningitis or other site-specific infections and for cases that are caused by resistant or atypical organisms. Among term infants with unexplained critical cardiorespiratory illness, an empirical course of antibiotic therapy may be justified even in the absence of culture-confirmed infection. Most often, however, antibiotic therapy should be discontinued when blood cultures are sterile at 36 to 48 hours of incubation unless there is evidence of site-specific infection."
AAP_pg6_treatment-of-eos_chunk5,AAP,5,TREATMENT OF EOS,,,paragraph,379,"Source: AAP
Section: TREATMENT OF EOS

Most often, however, antibiotic therapy should be discontinued when blood cultures are sterile at 36 to 48 hours of incubation unless there is evidence of site-specific infection. Continuing empirical antibiotic therapy in response to laboratory test abnormalities alone is rarely justified, particularly among well- appearing term infants."
AAP_pg6_prevention-strategies_chunk1,AAP,5,PREVENTION STRATEGIES,,,paragraph,903,"Source: AAP
Section: PREVENTION STRATEGIES

The only proven preventive strategy for EOS is the appropriate administration of maternal IAP.
Recommendations from national professional organizations should be followed for the administration of GBS intrapartum prophylaxis as well as for the administration of intrapartum antibiotic therapy when there is suspected or confirmed intraamniotic infection. Neonatal practices are focused on the identification and empirical antibiotic treatment of newborn infants who are at risk for EOS; these practices cannot prevent EOS. The empirical administration of intramuscular penicillin to all newborn infants to prevent neonatal GBS-specific EOS is not justified and is not endorsed by the American Academy of Pediatrics.
Neither GBS IAP nor any neonatal EOS practice will prevent late-onset GBS infection3,82,83 or any other form of late-onset bacterial infection."
AAP_pg6_summary-points_chunk1,AAP,5,SUMMARY POINTS,,,paragraph,928,"Source: AAP
Section: SUMMARY POINTS

We include the following summary points:
1. The epidemiology of EOS differs substantially between term and/ or late-preterm infants and very preterm infants. 2. Infants born at ≥35 0/7 weeks’ gestation can be stratified by the level of risk for EOS. Acceptable approaches to risk stratification include the following:
o categorical algorithms in which threshold values for intrapartum risk factors are used;
o multivariate risk assessment based on both intrapartum risk factors and infant examinations. The Neonatal Early-Onset Sepsis Risk Calculator47 is an example of this approach; and o serial physical examination to detect the presence of clinical signs of illness after birth. This approach may begin with a categorical or multivariate assessment to identify newborn infants who are at risk and will be subjected to serial monitoring, or this may be applied to all newborn infants. 3."
AAP_pg6_summary-points_chunk2,AAP,5,SUMMARY POINTS,,,paragraph,822,"Source: AAP
Section: SUMMARY POINTS

This approach may begin with a categorical or multivariate assessment to identify newborn infants who are at risk and will be subjected to serial monitoring, or this may be applied to all newborn infants. 3. Birth centers should consider the development of locally tailored, documented guidelines for EOS risk assessment and clinical management. Ongoing surveillance once guidelines are implemented is recommended. 4. The diagnosis of EOS is made by using blood or CSF cultures. EOS cannot be diagnosed by using laboratory tests, such as a complete blood cell count or CRP or by using surface cultures, gastric aspirate analysis, or urine culture. 5. The combination of ampicillin and gentamicin is the appropriate empirical antibiotic regimen for most infants who are at risk for EOS."
AAP_pg6_summary-points_chunk3,AAP,5,SUMMARY POINTS,,,paragraph,454,"Source: AAP
Section: SUMMARY POINTS

The combination of ampicillin and gentamicin is the appropriate empirical antibiotic regimen for most infants who are at risk for EOS. The empirical administration of additional broad-spectrum agents may be indicated in term infants who are critically ill until appropriate culture results are known. 6. When blood cultures are sterile, antibiotic therapy should be discontinued by 36 to 48 hours of incubation unless"
AAP_PRETERM_pg1_abstract_chunk1,AAP_PRETERM,0,abstract,,,paragraph,946,"Source: AAP_PRETERM
Section: abstract

Early-onset sepsis (EOS) remains a serious and often fatal illness among infants born preterm, particularly among newborn infants of the lowest gestational age. Currently, most preterm infants with very low birth weight are treated empirically with antibiotics for risk of EOS, often for prolonged periods, in the absence of a culture-confirmed infection. Retrospective studies have revealed that antibiotic exposures after birth are associated with multiple subsequent poor outcomes among preterm infants, making the risk/benefit balance of these antibiotic treatments uncertain. Gestational age is the strongest single predictor of EOS, and the majority of preterm births occur in the setting of other factors associated with risk of EOS, making it difficult to apply risk stratification strategies to preterm infants. Laboratory tests alone have a poor predictive value in preterm EOS."
AAP_PRETERM_pg1_abstract_chunk2,AAP_PRETERM,0,abstract,,,paragraph,982,"Source: AAP_PRETERM
Section: abstract

Gestational age is the strongest single predictor of EOS, and the majority of preterm births occur in the setting of other factors associated with risk of EOS, making it difficult to apply risk stratification strategies to preterm infants. Laboratory tests alone have a poor predictive value in preterm EOS. Delivery characteristics of extremely preterm infants present an opportunity to identify those with a lower risk of EOS and may inform decisions to initiate or extend antibiotic therapies. Our purpose for this clinical report is to provide a summary of the current epidemiology of preterm neonatal sepsis and provide guidance for the development of evidence-based approaches to sepsis risk assessment among preterm newborn infants. Antibiotics are administered shortly after birth to nearly all preterm infants with very low birth weight (VLBW) (birth weight <1500 g)
because of the risk of early-onset sepsis (EOS)."
AAP_PRETERM_pg1_abstract_chunk3,AAP_PRETERM,0,abstract,,,paragraph,750,"Source: AAP_PRETERM
Section: abstract

Antibiotics are administered shortly after birth to nearly all preterm infants with very low birth weight (VLBW) (birth weight <1500 g)
because of the risk of early-onset sepsis (EOS). Physicians are often reluctant to discontinue antibiotics once initiated for many reasons, including the relatively high risk of EOS among preterm infants and the relatively high rate of mortality attributable to infection. Particularly among infants with VLBW, neonatal clinicians must determine which infants are most likely to have EOS when nearly all have some degree of respiratory or systemic instability. Poor predictive performance of common laboratory tests and concerns regarding the unreliability"
AAP_PRETERM_pg2_2_chunk1,AAP_PRETERM,1,2,,,paragraph,416,"Source: AAP_PRETERM
Section: 2

of blood cultures add to the difficulty in discriminating at-risk infants. Because gestational age is the strongest predictor of EOS and approximately two-thirds of preterm labor, premature rupture of membranes (PROM), or clinical chorioamnionitis, risk stratification strategies cannot be applied to preterm newborn infants in the same manner as for term neonates."
AAP_PRETERM_pg2_neonatal-eos_chunk1,AAP_PRETERM,1,NEONATAL EOS,,,paragraph,678,"Source: AAP_PRETERM
Section: NEONATAL EOS

Preterm EOS is defined as a blood or cerebrospinal fluid (CSF) culture obtained within 72 hours after birth that is growing a pathogenic bacterial species. This microbiological definition stands in contrast to the functional definitions of sepsis used in pediatric and adult patients, for whom the definition is used to specify a series of time-sensitive interventions. The current overall incidence of EOS in the United States is approximately 0.8 cases per 1000 live births. A disproportionate number of cases occur among infants born preterm in a manner that is inversely proportional to gestational age at birth."
AAP_PRETERM_pg2_neonatal-eos_chunk2,AAP_PRETERM,1,NEONATAL EOS,,,paragraph,795,"Source: AAP_PRETERM
Section: NEONATAL EOS

A disproportionate number of cases occur among infants born preterm in a manner that is inversely proportional to gestational age at birth. The incidence of EOS is approximately 0.5 cases per 1000 infants born at ≥37 weeks’ gestation, compared with approximately 1 case per 1000 infants born at 34 to 36 weeks’ gestation, 6 cases per 1000 infants born at <34 weeks’ gestation, 20 cases per 1000 infants born at <29 weeks’ gestation, and 32 cases per 1000 infants born at 22 to 24 weeks’
gestation. The incidence of EOS has declined among term infants over the past 25 years, a change attributed to the implementation of evidence- based intrapartum antimicrobial therapy. The impact of such therapies on preterm infants is less clear."
AAP_PRETERM_pg2_neonatal-eos_chunk3,AAP_PRETERM,1,NEONATAL EOS,,,paragraph,806,"Source: AAP_PRETERM
Section: NEONATAL EOS

The incidence of EOS has declined among term infants over the past 25 years, a change attributed to the implementation of evidence- based intrapartum antimicrobial therapy. The impact of such therapies on preterm infants is less clear. Authors of the most recent studies report an EOS incidence among infants with VLBW ranging from 9 to 11 cases per 1000 infants with VLBW, whereas studies from the early 1990s revealed rates of 19 to 32 per 1000 infants. Improvements among VLBW incidence may be limited to those born at older gestational ages. No significant change over time was observed in a study of 34 636 infants born from 1993 to 2012 at 22 to 28 weeks’ gestation, with the reported incidence ranging from 20.5 to 24.4 per 1000 infants."
AAP_PRETERM_pg2_neonatal-eos_chunk4,AAP_PRETERM,1,NEONATAL EOS,,,paragraph,945,"Source: AAP_PRETERM
Section: NEONATAL EOS

No significant change over time was observed in a study of 34 636 infants born from 1993 to 2012 at 22 to 28 weeks’ gestation, with the reported incidence ranging from 20.5 to 24.4 per 1000 infants. Morbidity and mortality from EOS remain substantial: 95% of preterm infants with EOS require neonatal intensive care for respiratory distress and/or blood pressure support, and 75% of deaths from EOS occur among infants with VLBW. The mortality rate among those with EOS is an order of magnitude higher among preterm compared with term infants, whether measured by gestational age (1.6% at ≥37 weeks, 30% at 25–28 weeks, and approximately 50% at 22–24 weeks) or birth weight (3.5% among those born at ≥1500 g vs 35% for those born at <1500 g). The pathogenesis of preterm EOS is complex. EOS primarily begins in utero and was originally described as the “amniotic infection syndrome.”"
AAP_PRETERM_pg2_neonatal-eos_chunk5,AAP_PRETERM,1,NEONATAL EOS,,,paragraph,881,"Source: AAP_PRETERM
Section: NEONATAL EOS

The pathogenesis of preterm EOS is complex. EOS primarily begins in utero and was originally described as the “amniotic infection syndrome.” Among term infants, EOS pathogenesis most commonly develops during labor and involves ascending colonization and infection of the uterine compartment with maternal gastrointestinal and genitourinary flora, with subsequent colonization and invasive infection of the fetus and/or fetal aspiration of infected amniotic fluid. This intrapartum sequence may be responsible for EOS that develops after PROM or during preterm labor that is induced for maternal indications. However, the pathogenesis of preterm EOS likely begins before the onset of labor in many cases of preterm labor and/or PROM. Intraamniotic infection (IAI)
may cause stillbirth in the second and third trimesters."
AAP_PRETERM_pg2_neonatal-eos_chunk6,AAP_PRETERM,1,NEONATAL EOS,,,paragraph,978,"Source: AAP_PRETERM
Section: NEONATAL EOS

However, the pathogenesis of preterm EOS likely begins before the onset of labor in many cases of preterm labor and/or PROM. Intraamniotic infection (IAI)
may cause stillbirth in the second and third trimesters. In approximately 25% of cases, IAI is the cause of preterm labor and PROM, particularly when these occur at the lowest gestational ages; evidence suggests that microbial-induced maternal inflammation can initiate parturition and elicit fetal inflammatory responses. Organisms isolated from the intrauterine compartment of women with preterm labor, PROM, or both are primarily vaginal in origin and include low-virulence species, such as Ureaplasma, as well as anaerobic species and well- recognized neonatal pathogens, such as Escherichia coli and group B Streptococcus (GBS). The isolation of maternal oral flora and, more rarely, Listeria monocytogenes, suggests a transplacental pathway for some IAIs."
AAP_PRETERM_pg2_neonatal-eos_chunk7,AAP_PRETERM,1,NEONATAL EOS,,,paragraph,597,"Source: AAP_PRETERM
Section: NEONATAL EOS

The isolation of maternal oral flora and, more rarely, Listeria monocytogenes, suggests a transplacental pathway for some IAIs. Inflammation inciting parturition may not, however, always be attributable to IAI. Inflammation resulting from immune-mediated rejection of the fetal or placental compartment (from maternal extrauterine infection), as well as that incited by reproductive or nonreproductive microbiota, may all contribute to the pathogenesis of preterm labor and PROM, complicating the interpretation of placental pathology."
AAP_PRETERM_pg2_risk-factors-for-preterm_chunk1,AAP_PRETERM,1,RISK FACTORS FOR PRETERM EOS,,,paragraph,745,"Source: AAP_PRETERM
Section: RISK FACTORS FOR PRETERM EOS

Multiple clinical risk factors have been used to assess the risk of EOS weeks’ gestation. Univariate analyses of risk factors for EOS among preterm infants have been used to identify gestational age, birth weight, PROM and prolonged rupture of membranes (ROM), preterm onset of labor, maternal age and race, maternal intrapartum fever, mode of delivery, and administration of intrapartum antibiotics to be associated with risk of EOS; however, the independent contribution of any specific factor other than gestational age has been difficult to quantify. For example, among term infants, there is a linear relationship between the duration of ROM and the risk of EOS."
AAP_PRETERM_pg3_3_chunk1,AAP_PRETERM,2,3,,,paragraph,958,"Source: AAP_PRETERM
Section: 3

In contrast, the relationship between PROM and the risk of EOS is not simply described by its occurrence or duration but modified by gestational age as well as by the additional presence of clinical chorioamnionitis and the administration of latency and intrapartum antibiotics. These observations are likely related to uncertainty regarding the role of intrauterine infection and cervical structural defects in the pathogenesis of spontaneous PROM. The clinical diagnosis of chorioamnionitis has been used as a primary risk factor for identifying infants at risk for EOS. Most preterm infants with EOS are born to women with this clinical diagnosis. The American College of Obstetricians and Gynecologists (ACOG) recently advocated for using the term “intraamniotic infection” rather than chorioamnionitis (which is primarily a histologic diagnosis)
and published guidance for its diagnosis and management."
AAP_PRETERM_pg3_3_chunk2,AAP_PRETERM,2,3,,,paragraph,917,"Source: AAP_PRETERM
Section: 3

The American College of Obstetricians and Gynecologists (ACOG) recently advocated for using the term “intraamniotic infection” rather than chorioamnionitis (which is primarily a histologic diagnosis)
and published guidance for its diagnosis and management. A confirmed diagnosis of IAI is made by a positive result on an amniotic fluid Gram-stain, culture, or placental histopathology. Suspected IAI is diagnosed by maternal intrapartum fever (either a single documented maternal intrapartum temperature of ≥39.0°C or a temperature of 38.0–38.9°C that persists for >30 minutes) and 1 or more of the following: (1) maternal leukocytosis, (2) purulent cervical drainage, and (3) fetal tachycardia. The ACOG recommends that intrapartum antibiotics be administered whenever IAI is diagnosed or suspected and when otherwise unexplained maternal fever occurs during labor."
AAP_PRETERM_pg3_3_chunk3,AAP_PRETERM,2,3,,,paragraph,971,"Source: AAP_PRETERM
Section: 3

The ACOG recommends that intrapartum antibiotics be administered whenever IAI is diagnosed or suspected and when otherwise unexplained maternal fever occurs during labor. Chorioamnionitis or IAI is strongly associated with EOS in preterm infants, with a number needed to treat of only 6 to 40 infants per case of confirmed EOS. Conversely, the absence of clinical and histologic chorioamnionitis may be used to identify a group of preterm infants who are at a lower risk for EOS. In a study of 15 318 infants born at 22 to 28 weeks’
gestation, those born by cesarean delivery with membrane rupture at delivery and without clinical chorioamnionitis were significantly less likely to have EOS or die before 12 hours of age. The number needed to treat for infants born in these circumstances was approximately 200; with the additional absence of histologic chorioamnionitis, the number needed to treat is approximately 380."
AAP_PRETERM_pg3_3_chunk4,AAP_PRETERM,2,3,,,paragraph,595,"Source: AAP_PRETERM
Section: 3

The number needed to treat for infants born in these circumstances was approximately 200; with the additional absence of histologic chorioamnionitis, the number needed to treat is approximately 380. Another study of 109 cases of EOS occurring among 5313 infants with VLBW over a 25-year period revealed that 97% of cases occurred in infants born with some combination of PROM, preterm labor, or concern for IAI. In that report, 2 cases of listeriosis occurred in the context of unexplained fetal distress in otherwise uncomplicated pregnancies."
AAP_PRETERM_pg3_preterm-eos-management_chunk1,AAP_PRETERM,2,PRETERM EOS MANAGEMENT,,,paragraph,820,"Source: AAP_PRETERM
Section: PRETERM EOS MANAGEMENT

Currently, most premature infants with VLBW are treated empirically with antibiotics for risk of EOS, often for prolonged periods, even in the absence of a culture-confirmed infection. Prolonged empirical antibiotics are administered to approximately 35% to 50% of infants with a low gestational age, with significant center-specific variation. Antibiotic drugs are administered for many reasons, including the relatively high incidence of EOS among preterm infants, the relatively high rate of mortality attributable to infection, and the frequency of clinical instability after birth. Empirical antibiotics administered to very preterm infants in the first days after birth have been associated with an increased risk of subsequent poor outcomes."
AAP_PRETERM_pg3_preterm-eos-management_chunk2,AAP_PRETERM,2,PRETERM EOS MANAGEMENT,,,paragraph,928,"Source: AAP_PRETERM
Section: PRETERM EOS MANAGEMENT

Empirical antibiotics administered to very preterm infants in the first days after birth have been associated with an increased risk of subsequent poor outcomes. One multicenter study of 4039 infants born from 1998 to 2001 with a birth weight of <1000 g revealed that those infants who died or had a diagnosis of necrotizing enterocolitis (NEC) before hospital discharge were significantly more likely to have received prolonged empirical antibiotic therapy in the first week after birth. The authors of the study estimated that the risk of NEC increased by 7% for each additional day of antibiotics administered in the absence of culture-confirmed EOS. Authors of a single-center study of infants with VLBW estimated that the risk of NEC increased by 20% for each additional day of antibiotics administered in the absence of a culture-confirmed infection."
AAP_PRETERM_pg3_preterm-eos-management_chunk3,AAP_PRETERM,2,PRETERM EOS MANAGEMENT,,,paragraph,924,"Source: AAP_PRETERM
Section: PRETERM EOS MANAGEMENT

Authors of a single-center study of infants with VLBW estimated that the risk of NEC increased by 20% for each additional day of antibiotics administered in the absence of a culture-confirmed infection. Authors of another study of 11 669 infants with VLBW assessed the overall rate of antibiotic use and found that higher rates during the first week after birth or during the entire hospitalization were both associated with increased mortality, even when adjusted for multiple predictors of neonatal morbidity and mortality. One concern in each of these studies is that some infants categorized as uninfected may in fact have suffered from EOS. Yet, even among 5640 infants born at 22 to 28 weeks’ gestation at a lower risk for EOS, those who received therapy during the first week after birth had higher rates of death and bronchopulmonary dysplasia."
AAP_PRETERM_pg3_preterm-eos-management_chunk4,AAP_PRETERM,2,PRETERM EOS MANAGEMENT,,,paragraph,978,"Source: AAP_PRETERM
Section: PRETERM EOS MANAGEMENT

Yet, even among 5640 infants born at 22 to 28 weeks’ gestation at a lower risk for EOS, those who received therapy during the first week after birth had higher rates of death and bronchopulmonary dysplasia. Several explanations are possible for all of these findings, including simply that physicians administer the most antibiotics to the sickest infants. Other potential mechanisms include the role of antibiotics in promoting dysbiosis of the gut, skin, and respiratory tract, affecting the interactions between colonizing flora in maintaining health and promoting immunity; it is also possible that antibiotics and dysbiosis function as modulators of vascular development. Although the full relationship between early neonatal antibiotic exposures and subsequent childhood health remains to be defined, current evidence suggests that such exposures do affect preterm infants. Physicians should consider"
AAP_PRETERM_pg4_risk-categorization-for-_chunk1,AAP_PRETERM,3,RISK CATEGORIZATION FOR PRETERM,,,paragraph,972,"Source: AAP_PRETERM
Section: RISK CATEGORIZATION FOR PRETERM

Perhaps the greatest contributor to the nearly universal practice of empirical antibiotic administration to preterm infants is the uncertainty in EOS risk assessment. Because gestational age is the strongest predictor of EOS, and two-thirds of preterm labor, PROM, or clinical concern for intrauterine infection, risk stratification strategies cannot be applied to preterm infants in the same manner as for term neonates. In particular, the Neonatal Early-Onset Sepsis Risk Calculator does not apply to infants born before 34 0/7 weeks’
gestation. The objective of EOS risk assessment among preterm infants is, therefore, to determine which infants are at the lowest risk for infection and who, despite clinical instability, may be spared administration of empirical antibiotics. The circumstances of preterm birth may provide the best current approach to EOS management for preterm infants."
AAP_PRETERM_pg4_eos_chunk1,AAP_PRETERM,3,EOS,,,paragraph,976,"Source: AAP_PRETERM
Section: EOS

Criteria for preterm infants to be considered at a lower risk for EOS include the following: (1) obstetric indications for preterm birth (such as maternal preeclampsia or other noninfectious medical illness or placental insufficiency), (2) birth by cesarean delivery, and (3) absence of labor, attempts to induce labor, or any ROM before delivery. Acceptable initial approaches to these infants might include (1) no laboratory evaluation and no empirical antibiotic therapy, or (2) a blood culture and clinical monitoring. For infants who do not improve after initial stabilization and/or those who have severe systemic instability, the administration of empirical antibiotics may be reasonable but is not mandatory. Infants in this category who are born by vaginal or cesarean delivery after efforts to induce labor and/or ROM before delivery are subject to factors associated with the pathogenesis of EOS during delivery."
AAP_PRETERM_pg4_eos_chunk2,AAP_PRETERM,3,EOS,,,paragraph,614,"Source: AAP_PRETERM
Section: EOS

Infants in this category who are born by vaginal or cesarean delivery after efforts to induce labor and/or ROM before delivery are subject to factors associated with the pathogenesis of EOS during delivery. If any concern for infection arises during the process of delivery, the infant should be managed as recommended below for preterm infants at a higher risk for EOS. Otherwise, an acceptable approach to these infants is to obtain a blood culture and to initiate antibiotic therapy for infants with respiratory and/or cardiovascular instability after birth."
AAP_PRETERM_pg4_eos_rec1_chunk1,AAP_PRETERM,3,EOS,,rec1,recommendation,761,"Source: AAP_PRETERM
Section: EOS
Recommendation: rec1

Recommendation: Infants born preterm because of cervical incompetence, preterm labor, PROM, chorioamnionitis or IAI, and/or acute and otherwise unexplained onset of nonreassuring fetal status are at the highest risk for EOS. In these cases, IAI may be the cause of preterm birth or a secondary complication of PROM and cervical dilatation. IAI may also be the cause of unexplained fetal distress. The most reasonable approach to these infants is to perform a blood culture and start empirical antibiotic treatment. Obtaining CSF for culture before the administration of antibiotics should be considered if the infant will tolerate the procedure and if it will not delay the initiation of"
AAP_PRETERM_pg4_blood-culture_chunk1,AAP_PRETERM,3,Blood Culture,,,paragraph,935,"Source: AAP_PRETERM
Section: Blood Culture

In the absence of validated, clinically available molecular diagnostic tests, a blood culture remains the diagnostic standard for EOS. Newborn surface cultures and gastric aspirate analysis cannot be used to diagnose EOS, and a urine culture is not indicated in sepsis evaluations performed at <72 hours of age. Modern blood culture systems use optimized enriched culture media with antimicrobial neutralization properties, continuous-read detection systems, and specialized pediatric culture bottles. Although concerns have been raised regarding incomplete detection of low-level bacteremia and the effects of intrapartum antibiotic administration, these systems reliably detect bacteremia at a level of 1 to 10 colony-forming units if a minimum of 1 mL of blood is inoculated;
authors of several studies report no effect of intrapartum antibiotics on time to positivity."
AAP_PRETERM_pg4_blood-culture_chunk2,AAP_PRETERM,3,Blood Culture,,,paragraph,945,"Source: AAP_PRETERM
Section: Blood Culture

Although concerns have been raised regarding incomplete detection of low-level bacteremia and the effects of intrapartum antibiotic administration, these systems reliably detect bacteremia at a level of 1 to 10 colony-forming units if a minimum of 1 mL of blood is inoculated;
authors of several studies report no effect of intrapartum antibiotics on time to positivity. Culture media containing antimicrobial neutralization elements efficiently neutralize β-lactam antibiotics and gentamicin. A median blood culture time to positivity <24 hours is reported among VLBW infants when using contemporary blood culture techniques. Pediatric blood culture bottles generally require a minimum of 1 mL of blood for optimal recovery of organisms. The use of 2 separate bottles may provide the opportunity to determine if commensal species are true infections by comparing growth in the two."
AAP_PRETERM_pg4_blood-culture_chunk3,AAP_PRETERM,3,Blood Culture,,,paragraph,890,"Source: AAP_PRETERM
Section: Blood Culture

The use of 2 separate bottles may provide the opportunity to determine if commensal species are true infections by comparing growth in the two. Use of 1 aerobic and 1 anaerobic culture bottle may optimize organism recovery. Most neonatal pathogens, including GBS, E coli, coagulase-negative Staphylococcus, and Staphylococcus aureus, will grow in anaerobic conditions. One study revealed that with routine use of both pediatric aerobic and adult anaerobic blood cultures, strict anaerobic species (primarily Bacteroides fragilis)
were isolated in 16% of EOS cases in preterm infants with VLBW. An anaerobic blood culture is routinely performed among adult patients at risk for infection and can be used for neonatal blood cultures. Individual centers may benefit from collaborative discussion with the laboratory where cultures"
AAP_PRETERM_pg5_csf-culture_chunk1,AAP_PRETERM,4,CSF Culture,,,paragraph,840,"Source: AAP_PRETERM
Section: CSF Culture

The incidence of meningitis is higher among preterm infants (approximately 0.7 cases per 1000 live births at 22–28 weeks’
gestation) compared with the incidence in the overall birth population (approximately 0.02–0.04 cases per 1000 live births). In the study of differential EOS risk among very preterm infants, meningitis did not occur at all among lower-risk preterm infants. The true incidence of meningitis among preterm infants may be underestimated because of the common practice of performing a lumbar puncture after the initiation of empirical antibiotic therapy. Although most preterm with culture-confirmed early-onset meningitis grow the same organism from blood cultures, the concordance is not 100%, and CSF cell count parameters may not always identify meningitis."
